field_id,region,crop_type,soil_organic_carbon,soil_ph,nitrogen_kgha,phosphorus_kgha,potassium_kgha,clay_content_pct,sulphur_ppm,calcium_meq,magnesium_meq,zinc_ppm,iron_ppm,copper_ppm,manganese_ppm,boron_ppm,electrical_conductivity_dsm,cumulative_rainfall_mm,growing_degree_days,avg_temperature_c,heat_stress_days,peak_ndvi,bio_applied,bio_product_type,bio_dosage_l_ha,observed_yield_q_acre,counterfactual_yield_q_acre,bio_attributed_lift_q,crop_msp_rs_q,gross_revenue_gain_rs,net_profit_rs
IND_FIELD_0392,Maharashtra & Vidarbha (Deccan),Tomato,14.29,6.31,186.1,29.8,281.6,19.7,11.9,13.4,13.4,0.76,5.85,0.48,5.94,0.92,0.26,1193.1,2335.2,24.1,5,0.92,0,None,0.0,311.1,310.49,0.61,2400.0,1470.0,1470.0
IND_FIELD_0393,Maharashtra & Vidarbha (Deccan),Soybean,9.76,7.61,197.8,44.3,254.0,22.2,14.5,14.5,10.5,1.31,7.8,0.88,3.94,0.41,0.26,1035.0,2379.9,25.5,5,0.92,0,None,0.0,23.87,23.65,0.21,4892.0,1034.0,1034.0
IND_FIELD_0394,Uttar Pradesh & Bihar,Soybean,6.35,5.92,227.3,41.8,294.7,39.5,20.7,23.7,12.6,1.27,8.12,0.6,4.51,0.57,0.2,749.4,2287.3,25.0,8,0.768,1,Syngenta CropBio+ (Biostimulant),2.11,25.33,22.68,2.65,4892.0,12956.0,11052.0
IND_FIELD_0395,Maharashtra & Vidarbha (Deccan),Maize,8.31,6.98,96.9,54.6,108.2,31.1,8.2,12.8,12.2,0.8,4.74,0.86,2.82,0.33,0.37,1134.9,2129.5,27.2,7,0.92,1,Syngenta CropBio+ (Biostimulant),1.4,54.58,48.33,6.25,2225.0,13901.0,11845.0
IND_FIELD_0396,Karnataka & Tamil Nadu,Wheat,10.03,6.86,203.6,23.9,317.7,30.1,21.4,15.8,7.3,0.75,9.31,0.21,4.23,0.67,0.48,1193.2,2441.4,24.9,5,0.92,0,None,0.0,42.23,42.08,0.15,2275.0,338.0,338.0
IND_FIELD_0397,Karnataka & Tamil Nadu,Cotton,4.3,6.6,192.9,33.4,130.3,22.1,22.2,28.4,9.8,0.91,5.32,0.6,2.57,0.51,0.85,1337.2,2761.0,26.6,8,0.92,1,Syngenta CropBio+ (Biostimulant),1.78,22.27,19.4,2.87,7121.0,20435.0,18611.0
IND_FIELD_0398,Maharashtra & Vidarbha (Deccan),Soybean,10.35,6.75,71.5,26.2,82.8,33.2,23.0,17.2,5.1,0.57,4.56,0.7,4.93,0.5,0.45,799.4,2838.8,31.5,5,0.863,1,Syngenta Quantis,1.35,24.78,22.42,2.36,4892.0,11568.0,9813.0
IND_FIELD_0399,Uttar Pradesh & Bihar,Soybean,14.29,7.07,129.7,30.9,319.4,21.8,13.2,20.7,9.1,0.36,6.17,0.72,2.54,0.83,0.66,1101.7,2890.4,29.9,7,0.92,1,Syngenta Quantis,1.85,29.01,25.56,3.44,4892.0,16850.0,15017.0
IND_FIELD_0400,Uttar Pradesh & Bihar,Gram / Chickpea (Chana),5.59,6.19,110.9,48.8,147.5,32.3,9.9,30.7,5.9,1.33,8.53,0.83,6.35,0.26,0.64,1022.5,2324.6,23.1,5,0.87,1,Syngenta CropBio+ (Biostimulant),2.1,20.03,16.53,3.5,5440.0,19040.0,17091.0
IND_FIELD_0401,Punjab & Haryana (Indo-Gangetic),Cotton,12.22,7.17,114.8,41.4,240.3,40.9,12.7,15.0,11.3,0.51,10.25,0.2,5.12,0.81,0.29,948.9,2870.5,30.3,6,0.92,1,Syngenta Isabion,1.98,25.72,22.81,2.91,7121.0,20721.0,18880.0
IND_FIELD_0402,Karnataka & Tamil Nadu,Rice (Paddy),13.49,7.73,236.9,49.9,122.4,25.7,12.0,18.6,9.0,0.52,9.11,0.2,5.98,0.65,0.19,1295.9,1809.1,28.2,9,0.92,0,None,0.0,46.59,46.41,0.18,2300.0,414.0,414.0
IND_FIELD_0403,Andhra Pradesh & Telangana,Cotton,13.88,7.62,175.7,20.8,219.3,32.4,9.2,23.3,7.8,0.82,10.06,0.53,4.3,0.94,0.53,453.0,2467.9,34.1,3,0.805,0,None,0.0,22.98,23.52,-0.54,7121.0,-3881.0,-3881.0
IND_FIELD_0404,Uttar Pradesh & Bihar,Rice (Paddy),14.06,6.17,189.2,49.6,297.0,47.8,16.9,26.6,6.3,0.84,4.23,0.22,4.1,0.66,0.64,718.0,2911.5,25.8,5,0.92,0,None,0.0,48.48,48.29,0.19,2300.0,430.0,430.0
IND_FIELD_0405,Maharashtra & Vidarbha (Deccan),Soybean,9.24,6.16,235.8,14.6,156.8,38.6,14.6,29.8,14.0,0.32,3.72,0.88,2.54,0.29,0.85,961.4,2682.1,31.4,6,0.92,1,Syngenta CropBio+ (Biostimulant),2.49,25.85,23.73,2.12,4892.0,10393.0,8402.0
IND_FIELD_0406,Karnataka & Tamil Nadu,Wheat,14.25,6.44,127.9,50.2,240.9,43.2,21.6,30.1,4.3,0.46,7.27,0.36,4.88,0.29,0.4,619.4,2463.7,31.5,5,0.888,1,Syngenta Quantis,2.24,47.91,42.41,5.5,2275.0,12513.0,10697.0
IND_FIELD_0407,Maharashtra & Vidarbha (Deccan),Soybean,11.83,6.67,204.3,26.2,125.1,30.4,6.6,27.1,4.0,0.72,5.32,0.53,4.83,0.87,0.78,1312.5,2702.5,24.9,1,0.92,0,None,0.0,24.3,24.19,0.11,4892.0,516.0,516.0
IND_FIELD_0408,Punjab & Haryana (Indo-Gangetic),Groundnut (Peanut),5.28,6.78,138.2,25.5,230.0,41.0,17.6,15.0,5.8,1.05,9.24,0.24,4.57,0.84,0.42,1065.2,3069.7,33.7,7,0.912,1,Syngenta Quantis,2.9,25.87,22.97,2.9,6783.0,19675.0,17578.0
IND_FIELD_0409,Karnataka & Tamil Nadu,Cotton,8.75,7.43,216.5,34.0,160.7,19.2,19.7,10.5,13.7,0.55,8.11,0.57,6.07,0.49,0.63,904.0,2592.9,28.4,7,0.908,1,Syngenta Quantis,1.38,24.82,22.34,2.48,7121.0,17696.0,15702.0
IND_FIELD_0410,Punjab & Haryana (Indo-Gangetic),Wheat,11.4,5.94,92.5,52.4,130.7,21.7,19.7,18.4,13.8,0.77,10.29,0.47,6.58,0.68,0.57,1224.0,2919.7,30.8,9,0.92,0,None,0.0,37.96,37.69,0.27,2275.0,603.0,603.0
IND_FIELD_0411,Maharashtra & Vidarbha (Deccan),Gram / Chickpea (Chana),6.22,5.88,230.6,14.1,155.2,24.1,21.9,13.1,10.4,0.91,5.06,0.23,6.13,0.59,0.19,878.3,3173.0,23.9,8,0.891,1,Syngenta Quantis,2.76,21.71,19.48,2.22,5440.0,12095.0,10199.0
IND_FIELD_0412,Karnataka & Tamil Nadu,Sugarcane,10.55,6.74,99.4,27.1,122.9,30.1,19.1,25.6,12.7,1.28,6.75,0.43,2.79,0.93,0.2,980.7,2787.8,25.4,5,0.92,0,None,0.0,584.17,584.29,-0.13,340.0,-43.0,-43.0
IND_FIELD_0413,Karnataka & Tamil Nadu,Wheat,10.83,7.47,118.7,48.8,296.5,43.4,22.7,24.5,5.7,0.66,6.86,0.47,5.42,0.91,0.16,452.6,2602.7,29.6,4,0.673,1,Syngenta Quantis,2.27,42.99,37.2,5.79,2275.0,13172.0,11076.0
IND_FIELD_0414,Andhra Pradesh & Telangana,Rice (Paddy),5.29,6.26,196.1,29.0,175.3,28.4,12.0,11.0,13.7,0.45,4.95,0.89,2.44,0.94,0.41,797.4,1852.5,26.1,4,0.839,1,Syngenta CropBio+ (Biostimulant),2.92,43.22,37.46,5.76,2300.0,13243.0,11521.0
IND_FIELD_0415,Andhra Pradesh & Telangana,Rice (Paddy),9.72,7.34,130.9,20.6,138.9,37.6,15.1,28.4,5.0,0.84,7.51,0.35,5.82,0.86,0.67,581.9,2324.3,28.5,9,0.826,1,Syngenta Isabion,2.42,45.87,38.41,7.46,2300.0,17156.0,15120.0
IND_FIELD_0416,Maharashtra & Vidarbha (Deccan),Sugarcane,11.99,6.42,169.5,30.3,187.6,39.3,6.3,15.5,4.6,1.12,6.44,0.58,4.1,0.89,0.27,1105.2,2591.6,26.9,2,0.92,0,None,0.0,621.1,622.43,-1.33,340.0,-452.0,-452.0
IND_FIELD_0417,Maharashtra & Vidarbha (Deccan),Tomato,8.99,7.93,140.0,28.6,156.9,35.6,6.1,19.5,4.7,0.42,6.46,0.89,2.73,0.4,0.57,905.1,2916.1,30.3,2,0.92,1,Syngenta Isabion,2.55,285.71,255.4,30.31,2400.0,72748.0,70740.0
IND_FIELD_0418,Maharashtra & Vidarbha (Deccan),Sugarcane,3.63,7.95,193.6,51.4,258.7,28.7,10.3,24.7,9.5,0.77,5.85,0.75,6.74,0.83,0.35,736.7,2413.3,28.3,1,0.752,0,None,0.0,495.9,496.59,-0.69,340.0,-234.0,-234.0
IND_FIELD_0419,Andhra Pradesh & Telangana,Wheat,3.6,6.51,101.1,44.8,313.1,35.3,7.8,19.4,11.7,0.32,3.32,0.9,5.38,0.75,0.71,894.4,3144.1,22.1,4,0.847,0,None,0.0,31.75,31.9,-0.15,2275.0,-343.0,-343.0
IND_FIELD_0420,Uttar Pradesh & Bihar,Maize,7.43,6.35,70.5,33.7,185.1,28.3,10.7,19.7,7.4,0.34,7.01,0.88,3.95,0.92,0.71,649.1,2180.5,30.4,2,0.817,0,None,0.0,45.44,45.01,0.43,2225.0,952.0,952.0
IND_FIELD_0421,Uttar Pradesh & Bihar,Wheat,13.69,6.79,114.0,54.5,286.6,20.5,9.2,11.4,13.8,0.83,5.65,0.54,2.17,0.65,0.69,1328.8,2842.4,27.5,7,0.92,0,None,0.0,42.47,42.5,-0.03,2275.0,-62.0,-62.0
IND_FIELD_0422,Uttar Pradesh & Bihar,Soybean,6.02,6.38,145.4,32.0,215.8,47.8,6.5,18.8,8.1,0.63,3.21,0.69,4.96,0.31,0.52,501.3,2386.6,26.4,7,0.785,1,Syngenta CropBio+ (Biostimulant),2.54,23.33,19.64,3.68,4892.0,18022.0,16029.0
IND_FIELD_0423,Punjab & Haryana (Indo-Gangetic),Wheat,10.48,7.41,90.2,14.5,117.7,21.8,22.4,26.8,5.1,1.23,5.45,0.28,7.08,0.67,0.35,1272.1,2480.4,23.2,9,0.92,0,None,0.0,36.34,36.31,0.03,2275.0,74.0,74.0
IND_FIELD_0424,Maharashtra & Vidarbha (Deccan),Onion,5.94,7.78,123.9,23.3,245.7,20.2,6.1,30.1,8.4,0.96,5.23,0.51,5.28,0.73,0.72,935.8,2923.5,24.9,8,0.888,1,Syngenta Isabion,1.53,218.05,189.65,28.4,2800.0,79520.0,77786.0
IND_FIELD_0425,Punjab & Haryana (Indo-Gangetic),Cotton,7.04,7.42,132.0,30.8,203.2,44.4,19.2,19.1,10.6,0.8,6.07,0.77,7.34,0.4,0.28,1038.0,2214.7,24.9,7,0.906,0,None,0.0,21.06,19.56,1.5,7121.0,10655.0,10655.0
IND_FIELD_0426,Andhra Pradesh & Telangana,Maize,12.83,7.78,70.3,18.7,236.1,27.1,8.7,19.3,12.2,0.75,4.16,0.55,2.75,0.53,0.35,737.5,1935.5,34.2,6,0.92,0,None,0.0,51.77,51.76,0.01,2225.0,23.0,23.0
IND_FIELD_0427,Maharashtra & Vidarbha (Deccan),Cotton,11.52,6.75,165.0,52.7,293.5,37.5,22.4,25.5,8.3,0.85,6.91,0.69,5.13,0.67,0.28,1368.4,2528.4,27.6,8,0.92,1,Syngenta CropBio+ (Biostimulant),2.87,26.86,23.65,3.21,7121.0,22878.0,20940.0
IND_FIELD_0428,Karnataka & Tamil Nadu,Wheat,4.55,6.18,219.2,45.0,185.7,27.9,22.1,30.7,9.7,0.34,8.25,0.72,6.39,0.51,0.62,717.8,2540.3,22.5,7,0.735,0,None,0.0,34.63,34.11,0.52,2275.0,1192.0,1192.0
IND_FIELD_0429,Maharashtra & Vidarbha (Deccan),Soybean,8.22,7.57,87.3,23.5,296.3,29.7,17.8,15.9,6.3,1.28,7.8,0.38,4.89,0.51,0.63,1009.4,2916.0,23.8,6,0.92,0,None,0.0,21.49,21.41,0.08,4892.0,400.0,400.0
IND_FIELD_0430,Punjab & Haryana (Indo-Gangetic),Wheat,3.82,6.67,167.6,37.4,260.2,25.9,18.1,19.7,10.3,1.4,9.07,0.81,2.5,0.34,0.61,1393.7,3155.6,23.0,4,0.92,0,None,0.0,34.63,34.33,0.3,2275.0,691.0,691.0
IND_FIELD_0431,Punjab & Haryana (Indo-Gangetic),Maize,8.79,7.41,179.7,43.0,197.3,28.3,6.1,27.5,13.9,0.5,6.5,0.52,5.21,0.91,0.44,1287.0,1877.4,29.7,6,0.92,1,Syngenta CropBio+ (Biostimulant),1.3,57.94,51.54,6.4,2225.0,14239.0,12618.0
IND_FIELD_0432,Uttar Pradesh & Bihar,Rice (Paddy),10.79,6.45,135.5,52.5,224.8,30.3,23.7,23.4,4.0,0.43,6.99,0.35,5.36,0.78,0.22,959.5,2628.4,24.4,4,0.92,1,Syngenta CropBio+ (Biostimulant),2.11,48.95,44.26,4.69,2300.0,10779.0,8873.0
IND_FIELD_0433,Andhra Pradesh & Telangana,Sugarcane,4.8,5.99,186.2,49.9,158.1,39.6,21.8,12.4,12.8,0.46,9.12,0.81,6.01,0.25,0.79,1390.9,2753.8,28.5,9,0.92,0,None,0.0,528.59,528.41,0.18,340.0,61.0,61.0
IND_FIELD_0434,Punjab & Haryana (Indo-Gangetic),Groundnut (Peanut),6.68,8.18,133.9,34.2,316.1,33.3,22.1,23.8,9.4,1.03,6.32,0.49,6.19,0.79,0.51,1116.3,3180.1,26.8,4,0.92,1,Syngenta Isabion,2.06,26.62,23.55,3.07,6783.0,20836.0,18986.0
IND_FIELD_0435,Punjab & Haryana (Indo-Gangetic),Tur / Pigeon Pea (Arhar),7.88,6.17,150.8,45.3,240.2,46.3,17.9,14.1,6.1,1.03,8.32,0.73,6.24,0.77,0.43,648.3,3119.6,32.5,2,0.842,1,Syngenta Quantis,1.49,18.53,17.2,1.32,7550.0,9999.0,8016.0
IND_FIELD_0436,Uttar Pradesh & Bihar,Cotton,13.61,8.17,61.3,36.2,90.5,19.3,12.2,21.2,13.5,1.23,6.37,0.58,5.65,0.26,0.56,835.3,2797.4,26.2,4,0.92,1,Syngenta CropBio+ (Biostimulant),1.36,23.88,21.59,2.28,7121.0,16253.0,14372.0
IND_FIELD_0437,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),14.43,8.15,184.5,35.8,158.4,33.1,22.1,21.6,8.6,1.13,6.25,0.47,3.19,0.51,0.28,767.8,2530.5,28.0,4,0.92,0,None,0.0,46.67,46.36,0.32,2300.0,730.0,730.0
IND_FIELD_0438,Uttar Pradesh & Bihar,Cotton,3.99,7.71,179.0,16.9,229.6,35.5,11.2,29.3,7.0,0.79,8.75,0.77,4.22,0.67,0.24,776.8,2026.1,31.4,3,0.854,1,Syngenta Quantis,1.64,20.22,18.68,1.54,7121.0,10965.0,9221.0
IND_FIELD_0439,Uttar Pradesh & Bihar,Tomato,11.87,7.38,66.9,17.4,93.5,45.6,16.1,20.2,5.4,0.97,4.48,0.61,6.27,0.57,0.43,1172.4,2337.8,27.6,8,0.92,0,None,0.0,261.45,262.33,-0.88,2400.0,-2108.0,-2108.0
IND_FIELD_0440,Punjab & Haryana (Indo-Gangetic),Tur / Pigeon Pea (Arhar),7.59,7.19,126.3,34.8,85.7,19.5,7.8,16.1,6.1,1.06,5.67,0.47,7.24,0.79,0.31,1005.0,2619.2,32.3,4,0.907,0,None,0.0,16.12,16.09,0.03,7550.0,232.0,232.0
IND_FIELD_0441,Punjab & Haryana (Indo-Gangetic),Wheat,7.82,7.88,236.2,23.6,188.0,35.2,22.6,15.1,12.2,0.86,4.84,0.28,2.43,0.55,0.32,486.2,2815.3,30.6,5,0.739,0,None,0.0,35.9,36.65,-0.74,2275.0,-1687.0,-1687.0
IND_FIELD_0442,Karnataka & Tamil Nadu,Mustard / Rapeseed,11.8,6.49,135.7,12.9,159.8,43.6,8.5,29.2,10.0,0.82,5.82,0.83,4.95,0.36,0.77,1283.6,2689.6,27.3,5,0.92,1,Syngenta CropBio+ (Biostimulant),2.83,31.1,26.72,4.38,5650.0,24746.0,22695.0
IND_FIELD_0443,Maharashtra & Vidarbha (Deccan),Wheat,13.6,6.92,150.4,43.1,185.2,25.3,10.0,13.8,13.1,1.01,4.88,0.22,3.72,0.93,0.52,732.0,2799.8,28.6,7,0.896,1,Syngenta Quantis,1.49,47.14,42.19,4.95,2275.0,11265.0,9165.0
IND_FIELD_0444,Maharashtra & Vidarbha (Deccan),Sugarcane,13.96,7.29,223.8,13.4,143.0,44.3,16.0,19.4,5.9,0.91,7.43,0.8,3.24,0.42,0.49,1397.2,2400.8,34.6,7,0.92,1,Syngenta Isabion,2.63,733.5,655.86,77.65,340.0,26400.0,24391.0
IND_FIELD_0445,Uttar Pradesh & Bihar,Soybean,9.85,6.79,189.1,37.6,119.5,18.6,19.8,14.1,4.8,1.01,9.03,0.45,4.78,0.75,0.63,1356.5,2818.7,30.6,6,0.92,1,Syngenta Isabion,1.96,26.38,24.41,1.96,4892.0,9598.0,7792.0
IND_FIELD_0446,Karnataka & Tamil Nadu,Maize,7.43,6.83,164.8,35.2,245.4,40.0,17.1,27.0,3.6,0.97,8.94,0.65,5.33,0.35,0.82,1343.5,2001.2,33.8,4,0.92,1,Syngenta CropBio+ (Biostimulant),1.53,57.26,51.51,5.74,2225.0,12782.0,11005.0
IND_FIELD_0447,Karnataka & Tamil Nadu,Soybean,12.16,6.59,203.6,53.7,203.5,46.0,10.2,20.4,8.8,1.09,5.86,0.85,2.05,0.48,0.23,1220.6,2027.6,24.3,6,0.92,1,Syngenta CropBio+ (Biostimulant),2.89,28.23,25.43,2.8,4892.0,13685.0,11698.0
IND_FIELD_0448,Uttar Pradesh & Bihar,Mustard / Rapeseed,6.26,7.15,215.6,32.8,128.0,37.7,6.0,17.7,14.0,1.01,10.42,0.31,6.29,0.56,0.73,659.6,2028.0,28.3,4,0.8,0,None,0.0,25.15,25.06,0.09,5650.0,536.0,536.0
IND_FIELD_0449,Maharashtra & Vidarbha (Deccan),Groundnut (Peanut),9.7,7.84,142.2,14.7,156.7,31.2,19.6,17.9,10.8,0.87,7.54,0.6,6.51,0.38,0.56,956.0,3047.2,33.8,4,0.92,0,None,0.0,24.66,24.66,0.0,6783.0,7.0,7.0
IND_FIELD_0450,Punjab & Haryana (Indo-Gangetic),Maize,7.44,6.28,145.5,35.7,222.0,19.3,23.7,28.7,6.7,1.05,6.12,0.74,7.31,0.56,0.25,663.1,1906.4,26.2,4,0.81,0,None,0.0,48.16,48.8,-0.64,2225.0,-1426.0,-1426.0
IND_FIELD_0451,Uttar Pradesh & Bihar,Soybean,10.72,8.04,129.5,48.2,97.3,45.6,20.6,22.2,12.7,0.79,9.3,0.73,2.99,0.36,0.36,696.7,2922.1,34.6,11,0.898,0,None,0.0,23.86,23.04,0.82,4892.0,4000.0,4000.0
IND_FIELD_0452,Andhra Pradesh & Telangana,Rice (Paddy),6.14,7.45,234.0,54.9,115.4,32.1,14.3,25.8,11.7,0.57,8.53,0.57,5.27,0.64,0.49,1030.4,2127.0,23.3,6,0.883,1,Syngenta CropBio+ (Biostimulant),2.27,46.17,39.72,6.45,2300.0,14836.0,12737.0
IND_FIELD_0453,Maharashtra & Vidarbha (Deccan),Cotton,5.61,7.78,185.5,30.5,97.6,18.9,22.3,29.7,3.7,0.3,8.67,0.64,4.35,0.71,0.63,488.8,2455.8,33.7,3,0.669,1,Syngenta CropBio+ (Biostimulant),1.68,21.27,18.07,3.2,7121.0,22811.0,20722.0
IND_FIELD_0454,Karnataka & Tamil Nadu,Rice (Paddy),13.6,7.13,75.0,25.8,275.0,38.7,13.4,29.8,12.1,0.92,4.63,0.73,3.84,0.29,0.32,1371.0,3082.3,27.8,4,0.92,1,Syngenta Isabion,1.97,48.85,44.18,4.66,2300.0,10719.0,8676.0
IND_FIELD_0455,Punjab & Haryana (Indo-Gangetic),Soybean,4.62,7.67,215.3,51.0,260.6,32.5,15.4,17.2,6.7,0.95,6.62,0.79,5.11,0.86,0.52,1322.7,2620.3,23.0,6,0.92,0,None,0.0,21.74,21.26,0.48,4892.0,2330.0,2330.0
IND_FIELD_0456,Maharashtra & Vidarbha (Deccan),Tur / Pigeon Pea (Arhar),9.07,5.84,146.5,20.2,260.8,21.7,14.6,31.0,5.1,1.37,9.49,0.73,6.3,0.38,0.63,811.7,2094.2,33.4,4,0.879,1,Syngenta CropBio+ (Biostimulant),2.75,19.37,16.49,2.87,7550.0,21690.0,19672.0
IND_FIELD_0457,Punjab & Haryana (Indo-Gangetic),Wheat,5.93,7.76,72.4,38.5,251.9,24.4,14.1,10.5,5.9,0.7,6.88,0.45,2.13,0.41,0.46,939.7,2197.7,25.3,2,0.875,0,None,0.0,32.79,32.34,0.45,2275.0,1026.0,1026.0
IND_FIELD_0458,Maharashtra & Vidarbha (Deccan),Rice (Paddy),3.93,5.9,158.9,29.4,240.7,19.9,20.0,18.3,8.4,0.73,8.19,0.9,7.33,0.71,0.75,892.8,3088.6,22.3,1,0.826,1,Syngenta Isabion,1.72,39.67,36.07,3.6,2300.0,8283.0,6556.0
IND_FIELD_0459,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),3.9,7.94,135.1,13.8,194.5,35.2,15.5,29.7,8.0,0.52,7.49,0.5,6.45,0.58,0.76,1288.1,2398.0,23.8,7,0.92,0,None,0.0,34.39,35.32,-0.93,2300.0,-2148.0,-2148.0
IND_FIELD_0460,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),5.43,8.18,218.0,26.9,234.1,36.7,11.7,16.0,6.5,0.38,9.35,0.22,6.13,0.6,0.48,1104.2,2621.8,30.6,5,0.92,1,Syngenta Isabion,1.32,43.28,39.05,4.23,2300.0,9723.0,7692.0
IND_FIELD_0461,Punjab & Haryana (Indo-Gangetic),Sugarcane,13.03,6.51,96.7,23.4,89.2,33.2,10.6,16.0,5.3,1.15,5.28,0.45,6.18,0.34,0.83,714.2,2443.9,34.7,6,0.887,1,Syngenta Isabion,2.51,665.64,590.67,74.97,340.0,25491.0,23842.0
IND_FIELD_0462,Andhra Pradesh & Telangana,Wheat,6.61,6.3,208.8,41.5,229.2,42.5,6.7,16.7,11.5,0.57,7.4,0.29,4.14,0.81,0.2,874.5,2329.8,23.4,8,0.92,1,Syngenta Isabion,2.21,42.63,37.96,4.67,2275.0,10622.0,8739.0
IND_FIELD_0463,Uttar Pradesh & Bihar,Tur / Pigeon Pea (Arhar),13.96,7.64,160.4,52.8,266.7,43.8,16.5,23.5,13.9,0.97,4.1,0.29,6.13,0.68,0.15,857.5,2112.6,28.0,3,0.92,0,None,0.0,19.88,19.94,-0.06,7550.0,-428.0,-428.0
IND_FIELD_0464,Andhra Pradesh & Telangana,Wheat,9.9,6.41,69.8,23.5,200.1,36.5,10.1,19.6,11.7,1.06,8.24,0.4,4.13,0.34,0.42,1361.4,2760.7,24.3,6,0.92,0,None,0.0,35.51,35.82,-0.32,2275.0,-720.0,-720.0
IND_FIELD_0465,Karnataka & Tamil Nadu,Tomato,8.3,7.88,234.9,46.9,165.8,18.4,8.7,26.0,6.6,0.82,8.54,0.24,6.94,0.51,0.57,616.5,2805.5,31.7,7,0.81,0,None,0.0,264.8,264.47,0.33,2400.0,799.0,799.0
IND_FIELD_0466,Maharashtra & Vidarbha (Deccan),Mustard / Rapeseed,9.88,6.05,152.3,14.4,146.6,38.9,17.8,29.7,6.1,1.26,3.51,0.68,2.97,0.82,0.59,535.1,2184.8,23.5,4,0.842,0,None,0.0,25.78,26.16,-0.38,5650.0,-2150.0,-2150.0
IND_FIELD_0467,Maharashtra & Vidarbha (Deccan),Cotton,9.18,6.1,112.4,35.1,234.3,30.5,18.3,24.8,5.8,0.79,8.13,0.25,3.61,0.65,0.48,1286.6,2904.6,25.1,6,0.92,1,Syngenta CropBio+ (Biostimulant),1.92,23.95,20.71,3.24,7121.0,23075.0,21028.0
IND_FIELD_0468,Karnataka & Tamil Nadu,Tur / Pigeon Pea (Arhar),11.85,8.15,144.5,15.0,246.3,35.0,19.5,14.5,4.9,0.61,6.23,0.34,5.03,0.33,0.24,1301.9,2996.3,24.6,8,0.92,1,Syngenta Isabion,2.6,20.43,17.88,2.56,7550.0,19313.0,17425.0
IND_FIELD_0469,Punjab & Haryana (Indo-Gangetic),Soybean,6.61,7.42,214.4,52.2,289.0,37.5,15.1,30.5,9.3,1.29,4.11,0.27,3.76,0.51,0.27,1278.2,3088.9,29.2,3,0.92,0,None,0.0,23.46,22.42,1.04,4892.0,5093.0,5093.0
IND_FIELD_0470,Karnataka & Tamil Nadu,Groundnut (Peanut),7.38,7.83,114.9,45.0,162.2,28.5,22.1,15.8,9.9,1.25,6.27,0.24,4.33,0.42,0.75,935.4,2025.7,33.4,6,0.875,1,Syngenta Isabion,1.29,25.69,22.72,2.97,6783.0,20148.0,18366.0
IND_FIELD_0471,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),13.34,6.58,94.7,40.3,264.7,45.5,22.9,13.3,10.9,0.48,4.62,0.39,4.71,0.61,0.76,1076.8,2225.5,28.6,5,0.92,1,Syngenta Isabion,1.53,50.54,45.2,5.34,2300.0,12284.0,10663.0
IND_FIELD_0472,Karnataka & Tamil Nadu,Gram / Chickpea (Chana),13.91,7.42,83.2,47.4,214.7,22.0,20.5,12.0,10.6,0.33,6.23,0.6,6.71,0.84,0.62,985.2,3004.5,22.8,7,0.92,0,None,0.0,21.57,21.44,0.13,5440.0,700.0,700.0
IND_FIELD_0473,Punjab & Haryana (Indo-Gangetic),Mustard / Rapeseed,13.32,7.23,113.6,39.8,291.9,38.1,17.4,22.4,6.6,0.4,6.01,0.88,4.88,0.56,0.61,516.0,2078.0,29.3,5,0.832,1,Syngenta CropBio+ (Biostimulant),1.23,32.91,29.4,3.51,5650.0,19839.0,18202.0
IND_FIELD_0474,Karnataka & Tamil Nadu,Groundnut (Peanut),8.11,7.25,200.4,53.7,206.7,18.1,11.5,12.5,7.0,0.62,8.59,0.81,3.99,0.55,0.57,1016.0,1804.9,32.4,3,0.92,1,Syngenta Isabion,2.63,27.25,25.36,1.88,6783.0,12778.0,11139.0
IND_FIELD_0475,Andhra Pradesh & Telangana,Groundnut (Peanut),12.08,7.44,144.9,42.7,204.2,45.7,23.7,13.1,10.7,1.37,8.85,0.81,3.36,0.88,0.29,462.9,3019.2,23.7,6,0.79,1,Syngenta CropBio+ (Biostimulant),2.82,29.61,26.74,2.87,6783.0,19499.0,17791.0
IND_FIELD_0476,Karnataka & Tamil Nadu,Rice (Paddy),8.74,7.18,100.9,51.8,218.7,21.4,10.9,16.6,7.2,0.91,7.63,0.32,4.25,0.65,0.45,758.7,2257.0,22.9,8,0.907,1,Syngenta CropBio+ (Biostimulant),2.09,45.59,39.48,6.11,2300.0,14056.0,12139.0
IND_FIELD_0477,Punjab & Haryana (Indo-Gangetic),Soybean,8.97,6.83,89.9,34.2,259.8,20.8,9.6,16.2,5.7,0.71,3.37,0.39,4.84,0.65,0.64,1335.7,2380.3,24.4,5,0.92,0,None,0.0,22.54,22.35,0.2,4892.0,967.0,967.0
IND_FIELD_0478,Andhra Pradesh & Telangana,Rice (Paddy),5.75,6.46,119.9,17.0,311.5,28.0,14.0,23.3,7.4,1.28,10.0,0.25,6.1,0.43,0.53,738.8,2424.9,31.7,6,0.829,0,None,0.0,37.13,37.08,0.05,2300.0,121.0,121.0
